alt,slo,flo,pH,oxy,nit
894.9739971595661,39.21507380914787,-7.5538726223734045,8.034568499511233,11.997185561045578,1.184625870635958
869.9429590329069,49.287392398029084,21.117474605720552,7.807711866785571,11.97534573554154,1.1940808478756026
850.5159561283591,35.435757785186865,41.63222600854507,8.026799340751268,11.607252038380851,1.414803021343578
818.182100911578,19.576519892189854,60.94476268643902,7.852423486053609,11.941824796464392,1.5487975435883576
791.7770173694812,45.41061908788917,78.32913802087502,7.755913790550358,11.034132766852936,1.3828614373722723
756.9007669792794,15.559797137446077,86.86561126213118,7.7316123719716545,11.342326960815326,2.045147107743176
717.7700591937272,28.878077230974565,117.34513520984748,7.90890720981608,10.828813676425458,1.5435783729339287
681.3842644988976,12.876794912840777,108.29764818501161,7.751429091088626,10.997506780307361,1.7204974532454642
657.8439412447742,14.508125082426455,125.0702636266099,7.590986669165254,11.10698162658823,1.921482482551183
646.601119216679,15.382104443112407,124.4080459292941,7.654735029573883,10.809421337472015,1.7221148925704108
602.3493041681063,13.217754028341735,155.4445892335716,7.669618190595172,10.248225864688369,2.3789018270173266
593.7030569044013,16.955486640394106,169.13680752913447,7.394002736168808,10.768201367785801,1.8084732567639232
548.3040188711101,10.182770051337648,175.06705010525846,7.806949910123899,10.324854950010527,2.251545516138694
507.38251478354766,8.08523461868029,203.90362526710933,7.628580320344794,10.587346481248925,2.556952712387611
485.37460166543,10.643138480683215,217.64680271417254,7.45813861690414,9.20651272411922,2.5727839075402112
464.0809599841439,4.879230851438764,239.67059868836847,7.545909885296869,9.964491928322225,2.824922398073434
434.10141114365456,5.7642101783298125,231.55985098170476,7.316476726426824,10.040863403984766,2.783989132800904
409.65291111254334,6.966256205755711,263.5016334461222,7.238940884610526,9.488489784521107,2.884575011470922
366.4150206839155,4.910848456353861,248.44860446754558,7.435719202067976,9.719066542685356,2.5206416245580345
343.6019797802348,6.189646384984819,261.6040789274106,7.379875918573909,8.95286903682698,3.476184442827058
318.20886978962625,2.99144636043491,307.6399986431186,7.376529773882318,9.839327580520557,2.6732112879887153
270.10299776476785,3.3550162966934773,328.32370328319155,7.097320685908549,8.946128889547458,3.3274034475969985
255.14816441467235,1.3995858235451313,291.410966245262,7.2517770284931,9.403013004186382,3.098170430616065
232.539019826186,3.406237847461331,349.35359765463807,7.102182560023198,8.45175862184419,3.5676922974009235
186.06189763868093,3.3067324955903845,332.09023551028724,7.228356851793891,9.327195021839236,3.2067184468042598
176.2728810991183,2.5810014326383697,361.3665978245678,6.974536951978674,8.874056915919395,3.4705735919440954
132.6543883806254,2.095221615824558,380.02657314128237,7.197023934289775,8.37835379383192,3.7180045699183157
94.49059081571897,1.6107889123120187,367.2190121009408,7.024658126710966,8.239165211163556,3.8315741261984546
87.73568019081101,1.077552834589779,405.6908657980007,7.011459497842304,8.069463713003506,3.837292311337534
64.16127526016558,1.1034375180055447,414.53517167693514,7.062085523913906,8.402593501603462,3.912095012141471
