Species,Biomass,Tmp,Precip,pH,Soil
6,3.8953587823950304,5.603830678746849,42.29985594668834,4.697850823235376,clay
8,3.0088977599101603,0.04482724846011532,100.59927775903734,8.078040778378412,loam
12,3.7063509430119392,9.69899556328276,142.30198263553018,8.287579636150115,clay
4,4.102183452327789,7.985811859717865,112.76176315383373,4.265097362547688,sand
3,6.241546473436182,-0.5882590164198107,53.45433382048705,4.8953939727334586,sand
8,1.1935476393231064,3.833108113915979,95.00554900805994,3.686588093829588,clay
3,4.234026103141636,5.302590915409073,110.08706258798338,5.6005757687285405,sand
6,3.1751619188773645,0.9826381098588719,80.98207955077065,8.03301601716267,loam
8,2.048812694655869,5.413499965836407,54.57564378777238,7.159884809256946,clay
9,10.42730798926533,9.092027563998013,528.668587320486,8.23841935564679,sand
2,6.620071178544607,-0.8748969615167204,58.31572166969447,6.695976828999207,loam
6,7.316401725707212,7.365709440167356,133.30740531401688,4.4695145640048555,clay
2,1.499634803075254,0.7646223529329603,71.72145780914016,5.284985801382999,sand
4,3.29651509897114,2.7107577862302987,51.50837830102486,4.562888847380165,clay
14,9.645919426944602,9.949586820524283,181.67372666229062,8.330073322411945,loam
3,1.8337384192468082,1.248997283257097,54.50065654912285,7.034797542714739,sand
10,11.596603384914017,10.3896687927893,26.73987260605766,5.250285393814593,clay
3,8.37053904508501,5.140693638509216,88.31754981612082,4.4541725283994555,clay
2,1.9013024951544275,0.8974667518895973,186.79268879722494,6.275585738940219,sand
12,15.872014765667085,9.826147463747409,189.7719591832158,5.275275232545857,sand
6,6.514119139946273,7.645336374995093,173.16960373879246,6.803450711412594,clay
7,5.120249365194918,-0.9837681905219362,153.06995107695968,6.985491689910839,sand
5,5.715417474030224,8.728402277246888,163.40328572697004,6.09027257935971,loam
6,20.099828976985957,5.472386087129862,40.186348620057736,6.1841280086766295,sand
10,1.3478211305173846,6.27755751047237,23.714911377714905,7.8400936093986875,clay
5,5.970802515134045,6.040958638368869,32.57874571740404,6.94088927767751,loam
10,6.892739954699602,8.00968373724911,87.35211763447717,7.191089572302833,loam
5,8.688294749201296,7.479484895434755,18.84844530241281,3.868861381332378,clay
10,5.944989982716163,9.768668687452452,220.15279611346205,6.299908768623696,clay
3,12.269381352297362,6.588078301080861,55.664668025664476,5.2187411355464,clay
9,0.7473557585925285,5.891313840917409,87.20230431253145,7.266327658595541,clay
5,3.5706378581598557,-0.5404607571219713,77.90679599348789,4.023636683927443,clay
8,8.875430768428364,11.766431404292037,137.77082623616712,6.690091327107983,clay
7,9.580199247608876,0.41206471075622986,99.71743301975894,7.160527780023275,sand
4,6.385752744782656,10.123888420284498,260.9538939071057,5.486073109060727,clay
3,3.57880485936084,-1.630993460052327,111.95310109000484,5.371994205750273,clay
3,4.298419888545516,0.5180012679169028,55.3692510099837,5.281185763159284,clay
6,3.7056568045541423,1.2705369036403988,148.44959602268767,7.691890829863611,sand
2,10.41485566020599,7.83541683288786,83.50509729982048,3.7630596053971535,loam
5,6.7333602541768105,6.599260367272313,59.44724827813238,4.421500683124326,loam
3,5.026445424537817,7.710184402653153,75.27449496417977,6.373973794132816,sand
11,4.167484705456652,5.241268134750242,49.021732343585505,7.99368947275836,loam
3,3.3639070751875457,1.517882777412396,226.65715238623355,3.7647968138325725,clay
7,3.364010857012351,1.637806605022337,153.73046177442686,4.069033460466855,clay
8,6.544356475237217,11.534327159141741,189.30139261433365,7.225794714598628,clay
5,4.643273023976929,3.1862853368095365,75.23204949357468,6.949212650661249,loam
3,2.8040945495450353,7.941778995504016,139.01928278313045,7.859554456163842,sand
8,6.7200587168896995,10.275604641096688,62.14167643544078,5.530735885673845,sand
12,3.81600998942683,0.7487412214640523,392.6849272009333,8.064167719589932,sand
7,2.4147573186000852,6.286912495775919,110.57142269616148,7.826236986021564,sand
3,6.040773284218425,5.080471857728093,251.5644470622873,4.282444414901052,sand
7,2.1547689918641595,2.1046636425446614,174.8065620992583,5.241132757141464,clay
4,6.173086643169487,-1.4081505047673037,298.8559144686814,4.332990648319469,loam
4,5.661440648633527,3.0161882590192475,108.88220080968065,4.949941226664689,clay
5,6.120680116761705,11.614831834583836,61.43343485341006,4.171525787513653,sand
6,4.742128503266948,7.4890617452189225,100.43710090106806,5.805630946441635,sand
2,3.3483539650056033,5.156812173257585,250.95383211265232,5.190025923809095,sand
3,2.809696590484481,5.4748105941535075,102.29881823355598,5.206914810170032,clay
3,2.9345276479338627,-0.9173251389168697,283.7794093627524,8.37468920068799,loam
2,5.160002317507182,-0.0563694369133807,167.6455965724708,4.471819472725126,loam
5,4.343146541650522,3.4783704399928537,78.6371987923346,5.676950335177359,clay
2,4.65958302174021,6.3590856362347346,18.104042042784187,3.7264961207618454,clay
1,2.970368122973388,-1.9885328930085897,145.37719410659426,4.195723574402701,loam
4,0.7948397747067832,0.9093479265477216,39.73777478998954,7.792654418200096,loam
8,1.3261903402201702,6.664279622282981,271.7024357581119,3.9016988900121046,clay
8,12.474474164288084,7.2028882551206515,35.81003119702752,4.73845165390003,sand
4,2.577043409147576,-0.4110011051608291,135.45522353397487,5.856980851232923,sand
9,8.009024482080378,11.687889378741492,60.174613308142334,7.742350839341211,loam
4,8.288428860215603,1.072685789721751,120.51292534808594,7.258375306129603,loam
10,10.990221774373772,7.195518456738732,110.62954701241878,5.578772463710422,sand
8,9.7238900934962,8.634842783976536,36.314527398798326,5.865212905817637,sand
8,3.4199979662131343,6.538953953250015,288.8536067734351,8.182292428703601,sand
8,3.630848341132455,-1.2846991792004643,85.57516227928866,6.768699954644348,clay
9,8.70678629302671,7.228559521761158,120.39612218718973,8.009827672233794,clay
4,2.3012176897598344,1.6258019656999974,212.26842941665927,4.121812293272754,clay
3,5.6523064412817865,11.271678799584947,196.0316102055803,5.179268306944105,clay
4,2.9444314414373975,-1.5128654363384466,140.288705081368,7.122886634634215,clay
10,7.768130654110498,11.318624412456387,13.748529209725158,4.310031628022495,sand
5,5.764845947344549,7.395363447226581,136.65774584580691,4.914860089901012,loam
5,15.160429204166762,8.578007767882685,16.529491279539002,5.230070852035595,sand
9,4.441414551369169,5.6312027117406664,34.93993466334281,8.182053891840063,sand
6,2.7855338661741254,1.1404903966867197,28.40486724990039,7.435036565894062,clay
8,6.683112592036422,9.655738225993254,41.23728017304906,5.464502303266487,clay
0,2.8389723733753613,4.266777840095063,238.52968361982437,3.791198456662685,clay
6,1.6288109491139835,1.5217575502021283,141.83294793571955,7.413113072729298,loam
3,4.526996762072261,8.817035142326414,21.47845369385048,4.344177099120507,loam
6,6.377262008726847,3.4664333836591616,48.74636127071669,8.497490500625865,sand
6,10.944747225495885,7.247495804727492,401.19578501440895,5.274467388051534,sand
4,6.781268088764568,-0.2501463014559506,148.73984511278343,4.706560479069162,loam
3,4.590779102144723,5.402016465697347,196.81037731361266,6.640780397211978,loam
