Sp,bio_1,bio_12
0,14.009576696867121,822.6263209891636
0,0.11206812115028875,131.78142265457691
0,24.247488908206897,1942.1837684462607
0,19.96452964929466,2005.735890516546
0,-1.4706475410495266,663.3606889546683
0,9.582770284789946,129.85864705765175
0,13.256477288522682,1371.1162744469755
0,2.4565952746471806,1959.6720661733546
0,13.53374991459102,1336.612830025661
0,22.730068909995033,2341.4534309004857
0,-2.187242403791801,2161.1789589849723
0,18.41427360041839,491.54108651265045
0,1.9115558823324008,1184.2501410042778
0,6.7768944655757455,2275.073392385501
1,24.87396705131071,742.2797200115357
0,3.1224932081427426,1375.8523485427904
0,25.974171981973246,1288.9794127878515
0,12.851734096273042,2340.643862744386
0,2.2436668797239943,1138.1657391345843
0,24.565368659368524,1784.6627128590317
0,19.113340937487735,1803.843281022482
0,-2.4594204763048406,474.39415067769784
0,21.82100569311722,1477.8583234136217
0,13.680965217824657,159.53012315771275
0,15.693893776180921,425.8432716000486
1,15.102396595922169,303.8421352170908
0,20.024209343122777,2239.9450014620684
0,18.698712238586886,1593.4836893994502
1,24.421671718631128,445.6672398482278
0,16.470195752702153,1437.975733319071
0,14.72828460229352,2336.7327284291114
0,-1.3511518928049284,194.99939457006175
0,29.416078510730095,2273.439882415641
0,1.0301617768905746,1540.1143801999622
0,25.309721050711243,1130.1647807879915
0,-4.077483650130818,1424.8306313849753
0,1.295003169792258,296.74595737249643
0,3.1763422591009967,1780.8003880048798
0,19.58854208221965,2080.6421469895286
0,16.49815091818078,1142.8090760160103
0,19.275461006632884,2258.2381321380362
0,13.103170336875603,1722.573602684711
0,3.79470694353099,2385.3157220673943
0,4.094516512555842,908.8586390757624
0,28.835817897854355,2282.1449980374687
1,7.965713342023841,1401.3502156646102
1,19.85444748876004,185.8463254955267
1,25.68901160274172,648.5817680701276
0,1.8718530536601312,1271.0561273295361
0,15.7172812394398,140.9804727685522
0,12.701179644320234,1304.5817454753603
0,5.261659106361654,1472.204781537661
0,-3.5203762619182593,1634.5885220020255
0,7.540470647548119,1643.6299772246316
1,29.037079586459583,239.55483639184968
1,18.722654363047305,1597.8465179730563
0,12.892030433143962,538.3757913540601
0,13.687026485383768,104.08592525367632
0,-2.2933128472921744,1256.6762756447556
0,-0.14092359228345153,949.6461747560539
0,8.695926099982133,2332.5970454303406
1,15.897714090586838,428.17175830619254
0,-4.971332232521474,810.4816913957532
0,2.2733698163693044,1062.7449390756597
1,16.660699055707454,898.6571365038391
1,18.00722063780163,1561.7125711497556
0,-1.0275027629020728,136.4826191645042
0,29.219723446853727,1219.9083476667413
0,2.6817144743043766,1794.9146733450034
0,17.98879614184683,1604.9580389440666
0,21.587106959941337,375.8824264709527
0,16.347384883125038,2042.040044691634
0,-3.2117479480011606,1361.2093128048261
1,18.071398804402893,241.7525576843057
0,4.064504914249994,2334.2610639750483
1,28.179196998962368,546.8820551844382
0,-3.7821635908461166,559.8314230670023
0,28.296561031140968,1613.0365906524523
0,18.488408618066455,1011.4313779013719
0,21.44501941970671,1332.7404193254665
1,14.078006779351664,143.6954710536014
0,2.851225991716799,825.6562936714971
0,24.139345564983135,2204.4159637221233
0,10.666944600237658,1968.0527497748596
0,3.804393875505321,2215.986548886422
0,22.042587855816034,1954.537161764182
0,8.666083459147904,1555.559218244917
0,18.118739511818735,1732.9646958987887
0,-0.6253657536398762,1774.3417177869187
0,13.505041164243366,478.9484054448036
0,19.233063825435504,148.50325427043725
1,26.337828675975217,1409.7761967102076
0,21.273439089779806,1306.5078950645134
0,25.15036903240398,583.4291838942005
1,13.409702963487415,411.3276998806633
0,19.009207198815012,2497.3139091590624
1,9.617857064597112,158.60193715092788
0,22.949463731121984,1659.069785850573
0,10.673785672474061,112.44156472179023
0,13.270682437039572,2304.5327800916766
0,3.8539219713305943,107.31493964768282
0,27.471424912353108,711.099018827209
0,12.901338818967702,1836.9845633519892
0,21.392449829391648,1225.246924003233
0,0.37146597663935843,1306.7091063256191
0,16.39559709438044,1051.7146551999754
1,13.986643126074007,115.59791784587344
0,22.8565290838841,2459.245938771041
0,7.902652103387878,1831.7237323726426
0,6.690954743864095,258.70564721897324
0,22.49052338196292,796.3349831685574
1,26.30422449397988,864.5323839100624
0,-3.2876002852184767,1750.9832457948244
0,24.176932365077306,1064.959410885873
0,22.2717934357479,2153.951952129317
0,10.974691143522769,1569.7290802693576
0,1.9468196461217797,1683.3091032426532
0,23.280405929771643,2416.394155747921
0,19.16178141466802,715.339157133983
1,25.286848970890688,1824.5841152300995
0,0.5924762550555132,760.5453729954564
0,2.2964376413757224,1405.649717801506
0,24.61449579380456,1753.5969074271236
0,24.631007533409402,918.2341682829017
0,-4.22931269981499,1255.8621354585548
0,21.56457951226505,121.02908948077919
0,-3.2075435600568163,706.8899941020833
0,-1.6617534626088455,332.7985214203642
0,28.19534406904439,1401.0601868741276
0,9.848171132776278,409.92130461743056
0,13.981182251298105,1998.2059014145407
0,-2.6153358346139206,1768.5518660399207
0,27.368974599873603,2028.3308380645858
1,3.201937577214462,1400.594570367796
0,10.91231241037657,1469.7724691331318
0,9.065773686922844,2496.8176635735567
0,14.518082076548215,381.30305513589417
1,24.084329852387807,362.9691091032089
0,19.10579306291098,302.5615600778382
0,18.830127536827362,2013.734240466444
1,29.258421369671765,1510.3648965876298
0,-3.4681061698419735,2398.928108453038
0,21.692350671792866,2035.1311940583744
1,25.064748016667888,350.8022649890415
0,-0.7900470948354412,2265.2682144090463
0,21.779998643241573,1650.4658525724626
0,3.295760683103577,1202.3753521228807
0,9.163587006091525,1169.8009517547448
0,18.02623619492066,1573.3639174026118
0,12.149440467438719,1667.8020627536287
1,26.650323810799016,839.0457781789504
0,10.491180209791004,1211.800984590689
1,26.483378287162317,177.26231744351855
0,18.305814269229646,855.2651478252661
0,-3.523519391988175,1317.8427807599783
1,19.553006414879018,907.8996965804014
0,12.508840591115938,1596.4589472145374
0,7.7108373733132485,1384.4596113176005
0,16.281291349441997,2382.838569372641
0,0.2825266276723193,1652.52580122002
0,16.716395008287975,752.4272529923643
0,29.68631850987535,1271.443502853925
0,-4.497614528396852,514.6052017241364
0,6.541710225074645,2343.7612840085058
0,16.82516215781473,1741.1879479118759
0,-1.1343336521344232,238.3479748465118
0,-0.9084696401149808,1328.396848611448
0,-2.2389032237009285,2175.5381104094995
0,22.36957139542829,1573.0115238394953
0,13.862135053393615,1409.6503942879742
0,7.8090734576240575,1328.3115479945843
0,0.7861533431747239,908.9790366570171
0,20.902267955157814,1978.6092405600402
0,9.859177230315725,2091.9697539888803
1,28.94445675694375,810.9212018551075
0,10.058043812276397,1320.1649036170863
1,23.85740186410282,1227.819563590869
0,5.995502671242814,1688.3412244845763
1,18.09954095453074,1006.0067179154343
0,0.9687699832580945,317.87711656759063
0,4.0780974018645715,1878.0439727779194
0,6.449073018151076,1867.268766430092
